title	summary	score	published	tickers	open	close	percent	sentiment	fin	fin2
Песков заявил, что «Газпром» технически не может поставлять больше газа	Из-за антироссийских санкций «Газпром» не может своевременно обслуживать технические агрегаты, поэтому не имеет возможности поставлять большие объемы газа в Европу.	-0.41935483870967744	2022-07-27	GAZP	197.5	195.26	-1.134177215189878	[-0.06541496]	-2.9873121631070907	1.5924188401993191
Песков анонсировал заявление «Газпрома» по «Северному потоку-1»	«Газпром» сделает заявление, где объяснит все детали ситуации с газоперекачивающими турбинами для газопровода «Северный поток», заявил представитель Кремля Дмитрий Песков.	0.030303030303030276	2022-07-26	GAZP	192	193.95	1.0156249999999942	[0.03030303]	2.83094174229185	2.8309417442521694
Первый замгендиректора VK погиб при езде на вездеходе в НАО	Владимир Габриелян и второй погибший — менеджер по закупкам Сергей Мерзляков — ехали на вездеходах вдоль Белого моря в НАО, они перевернулись, и их потащило в море. Еще два человека, которые были с ними, выжили	-0.7241379310344827	2022-06-07	VKCO	3.76	3.4	-9.57446808510638	[-0.72413793]	-6.930989210529671	-6.930989216549702
Пенсионный фонд в США подал в суд на Маска из-за планов купить Twitter	Фонд, которому принадлежит доля в Twitter, утверждает, что сделка не может состояться вовремя: Маску фактически принадлежит более 15% акций компании, поэтому по законам штата Делавэр бизнесмен должен ждать три года	-0.7857142857142858	2022-05-07	TWTR	49.51	47.77	-3.5144415269642395	[-0.78571429]	-7.727743567086635	-7.727743601640319
Партнер «Газпрома» заявил о конце эры сотрудничества России и Германии	Глава немецкой Wintershall видит в действиях России на Украине поворотный момент и окончание эры интенсивного и долгого экономического сотрудничества Москвы и Берлина. Компания списала связанные с Россией активы на €1,5 млрд	-0.5454545454545454	2022-04-28	GAZP	241.76	237.53	-1.7496690933156807	[-0.54545455]	-4.6189529322298375	-4.618952940567734
Партнер «Газпрома» заявил о конце эры партнерства России и Германии	Глава немецкой Wintershall видит в действиях России на Украине поворотный момент и окончание эры интенсивного и долгого экономического сотрудничества Москвы и Берлина. Компания списала связанные с Россией активы на €1,5 млрд	-0.19999999999999996	2022-04-28	GAZP	239.4	237.83	-0.6558061821219687	[-0.2]	-0.14901612751682336	-0.14901614538162855
ПИК застолбил пивоварню // Группа выкупила площадку под застройку	Несмотря на падение продаж квартир в новостройках, девелоперы продолжают покупать площадки под строительство жилья. Группа ПИК Сергея Гордеева приобрела 4,8 га, принадлежавшие ранее Москворецкому пивоваренному заводу. Эксперты считают, что после получения разрешения на стройку девелопер перепродаст проект. Но сейчас найти покупателя, готового заплатить деньги за актив, проблематично: продавцы площадок из-за кризиса соглашаются на неденежные сделки.	0.5862068965517242	2022-06-02	PIKK	541	547.2	1.1460258780037054	[0.5862069]	10.023943497002449	10.023943512321523
"Отправка турбины Siemens из Канады в ФРГ вместо РФ не соответствует контракту - ""Газпром"""	"МОСКВА, 29 июл - РИА Новости/Прайм. ""Газпром"" скоро опубликует часть переписки с немецкой Siemens по поводу ремонта двигателей для ""Северного потока"", сообщил зампред российской компании Виталий Маркелов.
""Часть нашей переписки с партнерами будет скоро опубликована"", - сказал он в эфире телеканала ""Россия 24"".
""Мы неоднократно обращались в российское представительство компании Siemens... Компанией Siemens устранено не более четверти выявленных неисправностей. По остальным мы так и не получили конструктивных и достаточных предложений по восстановлению безопасности и надежности"", - сказал Маркелов. Также он добавил, что поставка газотурбинного двигателя из Канады в Германию не соответствует условиям контракта.
Теперь компании приходится оценивать влияние санкций Евросоюза и учитывать возможные риски, связанные с блокировкой и арестом двигателя на территории стран Евросоюза, добавил Маркелов. Поставщиком по контракту, как он уточнил, является английская компания Industrial Turbine Company Limited, к ней применимы требования английского законодательства и сейчас ""Газпром"" вынужден оценивать санкционные ограничения, установленные Великобританией.
""Кроме того, в очередной раз обращаю внимание, что разрешения, представленные канадскими властями, не учитывают условий действующего контракта и выданы в адрес компании Siemens Energy Canada Limited, с которой у нас нет контрактных отношений"", - добавил он.
Дополнительные опасения вызывает также риск нарушения условий канадского разрешения о поставке двигателя в Германию, а не в Россию, также отметил Маркелов. Если конечной точкой поставки будет являться Россия, то канадские власти, как полагают в компании, могут усмотреть в этом нарушение или обход своего условия и на этом основании отозвать уже выданные ранее разрешения. Это сделает невозможным последующий ремонт также других двигателей на территории Канады, добавил он.
""Газпром"" 25 июля сообщил, что останавливает на компрессорной станции (КС) ""Портовая"" - критически важном объекте для ""Северного потока"" - эксплуатацию ещё одного газотурбинного двигателя Siemens. Это связано с необходимостью отправить его на регламентный ремонт (в соответствии с предписанием Ростехнадзора и с учетом технического состояния двигателя). Теперь суточная производительность ""Портовой"" не превышает 33 миллионов кубометров в сутки.
Компания снизила поставки по магистрали с середины июня - сначала примерно до 60% от проектной мощности (не более 100 миллионов кубометров), а затем - до почти 40% (не более 67 миллионов кубометров). Тогда ""Газпром"" объяснил это задержками в возврате газоперекачивающих агрегатов (ГПА) для магистрали из ремонта с канадского завода, выработкой у ГПА межремонтного ресурса и техническими неисправностями двигателей."	-0.6363636363636365	2022-07-29	GAZP	196.25	192	-2.1656050955414012	[-0.63636364]	-5.795252091364843	-5.795252148510742
Основной импортер газа в ФРГ заплатил «Газпрому» по новой схеме	Немецкий концерн Uniper — основной импортер российского газа в Германии, — осуществил первый платеж «Газпрому» по новой схеме.	0.6399999999999999	2022-05-31	GAZP	293.5	299	1.8739352640545146	[-0.10515059]	10.719988102890607	1.0782679137864746
Основатель QIWI получил долю в проекте «Сколково» после ухода японцев	Основатель QIWI Сергей Солонин получил 38% стартапа Station, который был создан Skolkovo Ventures и Dentsu Group для развития маркетинговых технологий. Однако последняя покидает российский рынок	0.6000000000000001	2022-06-06	QIWI	375	410	9.333333333333334	[0.6]	10.202416472871207	10.202416466314169
Одногазовое повышение налога // Минфин внепланово изымет у «Газпрома» 416 млрд руб.	Минфин собирается забрать у «Газпрома» 416 млрд руб. в виде разового повышения НДПИ в 2022 году. Соответствующие поправки к Налоговому кодексу, по данным “Ъ”, уже прошли комиссию правительства по законопроектной деятельности. Изъятие одобрено, несмотря на то что монополия решила заплатить за 2021 год рекордные дивиденды в размере 1,2 трлн руб., половина из которых достанется бюджету. Пока неясно, приведет ли решение Минфина к пересмотру решения по дивидендам на собрании акционеров «Газпрома» 30 июня.	-0.15151515151515155	2022-06-21	GAZP	312.31	301.58	-3.435688898850507	[-0.15151515]	0.47834342402184427	0.4783434575818517
Одногазовая Европа // «Газпром» хочет ограничить поставки СПГ на свой традиционный рынок	«Газпром» предлагает вернуться к вопросу координирования экспорта российского трубопроводного газа и СПГ. В компании отмечают, что теперь, когда за трубопроводный газ европейцы должны платить в рублях, российский СПГ получает конкурентное преимущество. Монополия предлагает обсудить возможность введения экспортной пошлины на СПГ либо перенаправлять танкеры преимущественно в Азию.	-0.4285714285714286	2022-07-04	GAZP	191.9	185.2	-3.4914017717561316	[0.02020187]	-3.1065682990562626	2.7002398755439527
"Общий объем перевозок пассажиров ""Аэрофлота"" за 6 месяцев уменьшился почти на 7,5%"	"Общий объем перевозок ""Аэрофлота"" за 6 месяцев 2022 года составил 17,2 млн пассажиров (-7,4%), на внутренних линиях перевезено 14,7 млн пассажиров (-8,5%), говорится в отчетности компании.
Процент занятости пассажирских кресел увеличился на 1 п.п. по сравнению с аналогичным периодом 2021 года и составил 79,9%, на внутренних линиях процент занятости пассажирских кресел составил 82,6%, что на 1,5 п.п. выше показателя 2021 года.
Пассажирооборот увеличился на 3,7%, на внутренних линиях пассажирооборот увеличился на 4,9% по сравнению с аналогичным периодом 2021 года.
Во 2 квартале пассажирооборот авиакомпании ""Аэрофлот"" увеличился на 23,7% по сравнению с аналогичным периодом 2021 года. Также выросла эффективность операционной деятельности: процент занятости пассажирских кресел увеличился на 5,6 п.п. по сравнению с аналогичным периодом 2021 года и составил 83,7%.
"	-0.48571428571428577	2022-07-26	AFLT	28.16	27.3	-3.0539772727272707	[-0.48571428]	-3.845956341941122	-3.8459563067020035
Несколько районов Польши остались без газа из-за санкций против НОВАТЭКа	Несколько муниципалитетов Польши остались без газа из-за приостановки поставок российской компанией НОВАТЭК, сообщил заместитель министра внутренних дел республики Павел Шефернакер, передает Dziennik.pl.	-0.6363636363636365	2022-04-28	NVTK	1090.4	1065	-2.3294203961848945	[-0.77470356]	-5.795252091364843	-7.585272528341183
Несколько районов Польши остались без газа из-за санкций против НОВАТЭКА	Несколько польских районов остались без газа из-за приостановки поставок топлива российской компанией НОВАТЭК, сообщил заместитель министра внутренних дел республики Павел Шефернакер, передает Dziennik.pl.	-0.9130434782608696	2022-04-28	NVTK	1090.4	1040	-4.622157006603089	[-0.77470356]	-9.375293010471374	-7.585272528341183
Немецкие компании отклонили требование «Газпрома» о форс-мажоре	Получение соответствующего письма подтвердили Uniper и RWE. Пункт о форс-мажоре касался поставок с 14 июня — тогда «Газпром» объявил о сокращении прокачки газа по «Северному потоку»	-0.4666666666666666	2022-07-18	GAZP	189	186.7	-1.216931216931223	[-0.46666667]	-3.599493660979501	-3.599493758804133
Немецкая VNG согласилась платить за газ через Газпромбанк	Немецкая газовая компания VNG — Verbundnetz Gas намерена переводить платежи в европейской валюте за поставки газа из России через рублевый счет в Газпромбанке, сообщает Reuters со ссылкой на заявление компании.	0.19999999999999996	2022-05-10	GAZP	239.8	241.99	0.9132610508757287	[0.2]	5.02670017267719	5.026700185418455
Немецкая Uniper отклонила требование «Газпрома» о форс-мажоре	Крупнейший импортер российского газа в Германии компания Uniper заявила, что получила письмо от «Газпрома» о том, что он не может гарантировать поставки газа, сообщает Reuters.	-0.7272727272727273	2022-07-18	GAZP	189	184.6	-2.328042328042331	[-0.72727272]	-6.971551250499846	-6.971551138205183
Не газировно то же самое // В PepsiCo думают о спецнапитках для России	Один из крупнейших производителей напитков в России PepsiCo изучает возможности развития категории после решения головного офиса о приостановке продаж в стране Pepsi, Mirinda и 7UP. Среди вариантов — создание новых продуктов под иными названиями в других упаковках, а также расширение локальных брендов. В условиях отказа от рекламы изменения грозят снижением доли, говорят эксперты.	0.29411764705882354	2022-04-07	PEP	170.95	173.69	1.602807838549289	[0.29411765]	6.244515772722841	6.244515760484045
Налоги выводят на биржу // Отрасль обсуждает расчет НДПИ через индекс СПбМТСБ	По данным “Ъ”, правительство на фоне санкций обсуждает вариант перехода на расчет НДПИ на нефть с использованием внебиржевых индексов СПбМТСБ. Сейчас для этого используются котировки международного агентства Argus. Мера может служить подстраховкой в случае, если РФ больше не сможет получать эти котировки — из-за санкций Reuters и Bloomberg уже отказались предоставлять финансовую информацию российским клиентам.	0.39999999999999997	2022-03-31	MTSS	229	238.65	4.21397379912664	[0.4]	7.614558322774198	7.614558351588789
На Маска подали в суд из-за задержки с раскрытием покупки доли в Twitter	Инвесторы считают, что Маск намеренно не раскрывал покупку доли в Twitter, чтобы купить больше акций по «искусственно заниженной цене». Он должен был уведомить власти США о покупке более 5% акций до 24 марта, но сделал это позже	-0.7142857142857142	2022-04-13	TWTR	46.3	44.56	-3.7580993520518255	[-0.71428571]	-6.8035085134805575	-6.803508466368371
На Магнитогорском меткомбинате сообщили о проблемах из-за санкций	На фоне антироссийских санкций Магнитогорский металлургический комбинат столкнулся с падением рентабельности, снижением объема производства и отсутствием прибыли	-0.8	2022-06-24	MGNT	4772	4566.5	-4.306370494551551	[-0.8]	-7.9125905778078485	-7.912590612453903
НПЗ заливает мазутом // ЛУКОЙЛ видит риски остановки заводов из-за избытка нефтепродуктов	Как стало известно “Ъ”, на фоне западных санкций крупные нефтекомпании, испытывающие серьезные проблемы с отгрузками топлива, могут столкнуться не только со снижением производства, но и с остановкой НПЗ. Второй по величине российский нефтепереработчик ЛУКОЙЛ ожидает таких последствий из-за нехватки мощностей для хранения мазута. Чтобы избежать этого, компания хочет перенаправить избыток мазута на ТЭЦ и предлагает временно отменить высокие штрафы за негативное воздействие на экологию. Такие же послабления нужны и для сжигания попутного нефтяного газа, которое, по мнению ЛУКОЙЛа, может увеличиться из-за временной невозможности продавать за рубеж производимые из него сжиженные углеводородные газы (СУГ).	-0.7142857142857142	2022-04-07	LKOH	5299.5	5190	-2.066232663458817	[-0.71428572]	-6.8035085134805575	-6.803508529453281
НОВАТЭКу разрешили сохранить депозитарные расписки за рубежом	Компания избежит делистинга и сохранит программу глобальных депозитарных расписок на Лондонской бирже. Она подавала соответствующую заявку 5 мая	0.5833333333333333	2022-05-13	NVTK	964	996.6	3.3817427385892143	[0.02445678]	9.98676162702979	2.755295431350428
НОВАТЭК заявил о проблемах с навигацией на Севморпути из-за санкций	«НОВАТЭК» не может заказывать коммерческую съемку за рубежом из-за санкций, а большинство ведущих поставщиков — иностранные предприятия. России необходимы свои спутники, так как снимков из открытых источников мало, сказал замглавы	-0.8709677419354838	2022-07-21	NVTK	935.8	916	-2.1158367172472703	[-0.87096774]	-8.830862824616464	-8.83086277295066
НОВАТЭК заявил о готовности возобновить поставки в Польше	НОВАТЭК «будет защищать свои интересы в рамках действующего законодательства», сообщили в компании. Ранее Польша обязала ее передать свою газовую инфраструктуру государству	0.6585365853658536	2022-04-29	NVTK	1007	1057	4.965243296921549	[0.65853658]	10.959838370460574	10.959838363507263
"Мосбиржа переведет акции ""Селигдара"" на первый уровень листинга"	"Московская биржа с 29 июля 2022 года переведет акции ""Селигдара"" из раздела ""Второй уровень"" в раздел ""Первый уровень"" Списка ценных бумаг, допущенных к торгам, сообщила торговая площадка. Решение принято в связи с получением соответствующего заявления.
Торги бумагами компании на Мосбирже начались в 2011 году.
В Первый уровень листинга включаются акции компаний, которые соответствуют Правилам листинга Московской биржи, в том числе требованиям к раскрытию информации, корпоративному управлению, размеру рыночной капитализации и количеству акций, находящихся в свободном обращении."	0.5555555555555556	2022-07-27	SELG	37.44	39.87	6.490384615384615	[0.55555555]	9.627336883960762	9.627336874780859
Михельсон заявил об отсутствии проблем с запчастями для самолетов НОВАТЭК	У иностранных самолетов НОВАТЭКа пока нет проблем с запчастями, заявил его предправления Леонид Михельсон. Ранее в правительстве не исключили разборку части воздушных судов на запчасти из-за западных санкций	0.47368421052631576	2022-06-21	NVTK	976.2	998	2.2331489448883377	[0.47368421]	8.56797974649415	8.567979741523494
Михельсон заявил о сотрудничестве с «Газпромом» по «моржам и медведям»	Миллер и Михельсон договорились о сотрудничестве в Арктике во вопросам экологии, но не совместной добычи газа. Газопроизводство «все что-то никак», уточнил глава НОВАТЭКа	0.4838709677419355	2022-06-17	GAZP	316.06	311.98	-1.29089413402518	[0.48387097]	8.699789159911653	8.699789184219913
Минцифры и VK анонсировали запуск магазина приложений RuStore	RuStore будет единственно законодательно урегулированным приложением, но другие маркетплейсы власти запрещать не планируют. Все инвестиции на разработку российского магазина приложения осуществляет VK	0.8	2022-05-18	VKCO	3.6	3.75	4.166666666666664	[0.8]	12.790274622968216	12.790274636706485
Минфин сообщил о планах докапитализации ГПБ, РЖД и «Аэрофлота» из ФНБ	Капитал Газпромбанка будет пополнен на 50 млрд руб. за счет Фонда национального благосостояния, сообщил Антон Силуанов. Средства фонда также направят на докапитализацию РЖД, «Дом.РФ» и «Аэрофлота»	0.3333333333333333	2022-04-27	AFLT	30.3	32.4	6.930693069306923	[0.3027719]	6.75193893940853	6.356495687801962
Минфин предложил повысить НДПИ для «Газпрома» на 416 млрд руб.	Минфин предлагает внести поправки в статью 343 Налогового кодекса о порядке исчисления и уплаты налога, согласно которой сумма НДПИ для «Газпрома» вырастет на 416 млрд руб.	0.2549019607843137	2022-06-22	GAZP	295.81	303.5	2.5996416618775555	[0.25490196]	5.737092606037153	5.737092622521395
Минфин поддержал идею «Газпрома» продавать СПГ за рубли	В «Газпроме» указали на риск «валютной конкуренции» между поставками СПГ и трубопроводного газа: для продажи последнего «недружественным странам» уже несколько месяцев действует механизм оплаты в рублях	0.6000000000000001	2022-07-12	GAZP	189.15	194.4	2.775574940523394	[0.6]	10.202416472871207	10.20241648431712
Минфин допустил возобновление покупки алмазов у АЛРОСА	Гохран может вернуться к закупке алмазов у АЛРОСА, попавшей под западные санкции. Последнюю крупную закупку он проводил в 2012 году	0.6363636363636365	2022-04-27	ALRS	82.28	84.65	2.8804083616917895	[0.63636364]	10.672936136525209	10.672936125640895
Минтранс назвал Ту-214 претендентом на базовый самолет «Аэрофлота»	Ту-214 – магистральный узкофюзеляжный самолет, разработанный в конце 1980-х. Объединенная авиастроительная корпорация ранее анонсировала производство 70 таких лайнеров до 2030 года	0.8333333333333333	2022-06-20	AFLT	27.2	28.2	3.6764705882352944	[0.83333333]	13.221584314651047	13.221584327883548
Минпромторг разрешил параллельный импорт Apple, Bentley и PlayStation	В него вошли, в частности, электроника, в том числе игровые приставки, мебель, оружие и боеприпасы, техника Apple и Samsung, часы, автомобили, суда, отопительное оборудование, оружие и ядерные реакторы	0.9393939393939394	2022-05-06	AAPL	154.18	159.41	3.392139058243605	[0.93939394]	14.593933333641889	14.593933325178195
Минобороны обвинило Pfizer и Moderna в военных исследованиях на Украине	В российском Минобороны считают, что американские производители вакцин от коронавируса причастны к «военно-биологической деятельности США на Украине». Ранее в Минобороны заявляли о существовании на Украине сети биолабораторий	-0.6000000000000001	2022-05-11	PFE	50.23	49.02	-2.4089189727254507	[-0.6]	-5.324732427710841	-5.324732408536398
Медведев счел, что Twitter не станет «снова демократичным» при Маске	Соцсеть покупает американский бизнесмен Илон Маск. Он обещал сделать Twitter платформой с соблюдением свободы слова и внедрить механизмы защиты от спам-ботов с целью поддержки демократии	0.09090909090909088	2022-04-26	TWTR	49.76	50.03	0.5426045016077233	[-0.10995416]	3.6151411817151855	1.016113132947723
Маск, Рубини и Goldman Sachs предупредили о риске рецессии в США	Миллиардер ожидает рецессию «в ближайшем будущем». По мнению экономиста Рубини, предсказавшего глобальный кризис 2008 года, она наступит к концу года. Вероятным спад экономики в ближайшие два года считают и в Goldman Sachs	-0.027027027027026973	2022-06-21	GS	283.38	283.12	-0.09174959418448406	[-0.12814944]	2.089131461756265	0.7806791890325719
Маск сообщил в Twitter о приостановке сделки по покупке Twitter	Сделка по покупке соцсети Twitter бизнесменом Илоном Маском приостановлена.	-0.4838709677419355	2022-05-13	TWTR	41.42	38.43	-7.218734910671178	[-0.48387096]	-3.8221051147512872	-3.8221050578163034
Маск проверит 100 случайных аккаунтов в Twitter на подлинность	Команда американского бизнесмена, основателя Tesla и SpaceX Илона Маска проведет проверку 100 случайных аккаунтов в Twitter на подлинность.	-0.23076923076923078	2022-05-14	TWTR	38.53	38.16	-0.9602906825850105	[-0.23076923]	-0.5471481506086708	-0.5471481678958781
Маск предложил разблокировать Трампа в Twitter	Twitter заблокировал Трампа и его соратников в январе 2021 года на фоне призывов к мирным протестам и штурма Капитолия. Экс-президент говорил, что лишился свободы слова. Маск назвал это решение ошибкой	0.4705882352941177	2022-05-10	TWTR	46.53	48.34	3.889963464431554	[0.47058824]	8.527920022808438	8.527920044764524
Маск предложил дать галочку верификации купившим подписку Twitter Blue	Бизнесмен Илон Маск, который недавно приобрел 9,2% акций Twitter и вошел в совет директоров компании, предложил сделать подтвержденными учетные записи обладателей платной подписки Twitter Blut.	0.6428571428571428	2022-04-10	TWTR	44.47	47.85	7.60062963795818	[0.64285714]	10.756957505034851	10.756957509024257
Маск предложил выкупить все акции Twitter и сделать компанию частной	Американский бизнесмен Илон Маск предложил выкупить все акции Twitter, следует из документа, опубликованного на сайте комиссии по ценным бумагам и биржам США.	0.7	2022-04-14	TWTR	45.21	49.94	10.462287104622863	[0.34649282]	11.49634554791971	6.922213400831307
Маск предложил выкупить Twitter за $41 млрд и сделать компанию частной	Американский бизнесмен Илон Маск предложил выкупить все акции Twitter, следует из документа, опубликованного на сайте комиссии по ценным бумагам и биржам США.	0.40540540540540543	2022-04-14	TWTR	45.21	47.94	6.038487060384864	[0.4054054]	7.6845004349389825	7.6845004204983764
Маск подал встречный иск к Twitter		-0.40740740740740744	2022-07-30	TWTR	41.5	40.95	-1.3253012048192703	[-0.40740741]	-2.832720875765573	-2.83272086153785
Маск отказался покупать Twitter	Глава Tesla и SpaceX Илон Маск отказался от сделки о покупке Twitter из-за того, что социальная сеть не предоставила информацию о поддельных аккаунтах и спам-ботах, сообщает агентство Reuters со ссылкой на заявление адвокатов миллиардера.	-0.47826086956521735	2022-07-09	TWTR	35.07	33.6	-4.191616766467063	[-0.47826087]	-3.749514423303965	-3.7495143997998195
Маск ответил на «отравленную пилюлю» Twitter словами Love Me Tender	Бизнесмен твитнул название песни Love Me Tender после принятия советом директоров Twitter мер по защите прав акционеров из-за предложения Маска купить компанию. Тендерное предложение предполагает приобретение напрямую у акционеров	-0.0714285714285714	2022-04-18	TWTR	47.47	47.3	-0.3581209184748298	[-0.07142857]	1.5146069689741095	1.5146069345033188
Маск обвинил Twitter в сокрытии от него данных о фейковых аккаунтах	Миллиардер считает, что IT-гигант препятствует его ознакомлению с информацией о существовавших в соцсети фальшивых учетных записях. Ранее он приостановил сделку по покупке Twitter до получения всех данных о фейковых страницах	-0.5263157894736843	2022-06-06	TWTR	40.79	37.1	-9.046334886001466	[-0.52631579]	-4.371311003990891	-4.371311002987704
Маск не исключил введения в Twitter платы для коммерческих пользователей	При этом соцсеть навсегда останется платной для обычных пользователей, заявил бизнесмен	0.21052631578947367	2022-05-04	TWTR	48.45	49.1	1.3415892672858587	[0.21052632]	5.1629032332086116	5.162903253225166
Маск купил Twitter за $44 млрд	Американский предприниматель, основатель компании Tesla договорился о приобретении социальной сети Twitter за $44 млрд, передает Reuters.	0.6111111111111112	2022-04-25	TWTR	50.26	51.95	3.362514922403512	[0.6111111]	10.346186370098819	10.346186286931896
Маск исключил покупку Twitter до получения отчета о числе страниц-фейков	Вчера генеральный директор Twitter Джек Дорси отказался подтвердить, что число фейковых аккаунтов в соцсети не превышает 5%. Пока он не сделает этого, сделка не будет закрыта, сказал Маск. По его данным, их число достигает 20%	0.40740740740740744	2022-05-17	TWTR	36.48	37.85	3.755482456140364	[0.40740741]	7.7104049209259395	7.710404922495686
Маск заявил сотрудникам Twitter о необходимости «оздоровления» компании	Илон Маск предупредил сотрудников Twitter, что компании необходимо «оздоровиться» и пройти «рационализацию численности персонала», выступая на запланированном собрании сотрудников по видеосвязи, сообщает Financial Times со ссылкой на источник, знакомый с ситуацией.	0.8666666666666667	2022-06-17	TWTR	37.06	38.84	4.803022126281708	[0.86666667]	13.652894006333884	13.652894014134404
Маск допустил введение в Twitter платы для бизнеса и госаккаунтов	При этом соцсеть навсегда останется бесплатной для обычных пользователей, заявил бизнесмен	0.14999999999999997	2022-05-04	TWTR	48.45	49.1	1.3415892672858587	[0.15]	4.379735635152938	4.379735611298773
Макс не исключил введения в Twitter платы для коммерческих пользователей	Twitter может стать платным для коммерческих и государственных пользователей, сообщил американский предприниматель Илон Маск, который близок к завершению сделки по приобретению соцсети.	0.0	2022-05-04	TWTR	48.45	48.66	0.43343653250772707	[0.17772012]	2.4388420225801832	4.738414328346147
Магнитогорцы не успели за «Трактором» // Клуб из Челябинска сравнял счет в полуфинале Кубка Гагарина	Второй матч восточного полуфинала play-off КХЛ между «Металлургом» и «Трактором» завершился в пользу челябинского клуба — 6:4. Как и в западном противостоянии СКА и ЦСКА, счет в этой серии стал равным — 1:1.	0.1891891891891892	2022-04-06	MGNT	4089	4120	0.7581315725116164	[-0.11155368]	4.886815948347623	0.9954165354699378
Магазины оценили объем запасов техники Apple и Samsung	Запаса продукции техники от брендов, ограничивших свои поставки в Россию, хватит на 2–3 месяца. Для решения проблемы производители пытаются выстроить новые логистические цепочки, а власти планируют разрешить параллельный импорт	0.08571428571428569	2022-03-28	AAPL	171.8	173.2	0.8149010477299052	[0.08571429]	3.5479240869074706	3.547924119778943
МТС смотрит ivi // Оператор хочет купить еще один видеосервис	Как стало известно “Ъ”, МТС обсуждает покупку крупнейшего по выручке в РФ онлайн-кинотеатра ivi. Эксперты оценивают его на уровне $1–1,2 млрд. Акционерам ivi сделка может позволить вернуть инвестиции в ситуации, когда не удалось провести запланированное IPO, а МТС — стать активным участником рынка онлайн-кинотеатров. Собственный проект оператора Kion за год работы, по данным аналитиков, так и не занял заметной доли.	0.4883720930232558	2022-05-18	MTSS	239.25	243	1.5673981191222568	[0.4883721]	8.758030528631016	8.758030560255062
МТС произвела назначения в топ-менеджменте	"МТС объявляет о новых назначениях в топ-менеджменте. На новую позицию члена правления, вице-президента по цифровым продуктам с 5 сентября назначается Марина Настасенко, переходящая в МТС с должности гендиректора компании ""Салют для бизнеса"" из экосистемы ""Сбербанка"".
Также на новую должность директора по кибербезопасности в июле назначена Евгения Наумова, бывший исполнительный вице-президент по корпоративному бизнесу ""Лаборатории Касперского"".
И вице-президентом по взаимодействию с органами госвласти с 1 августа назначается Андрей Рего, ранее возглавлявший в МТС департамент регуляторной политики и взаимодействия с федеральными органами власти. Прежний вице-президент по взаимодействию с органами госвласти, член правления МТС Руслан Ибрагимов покидает компанию в связи с истечением трудового договора.

"	0.641025641025641	2022-07-29	MTSS	242.45	245.05	1.0723860589812426	[0.64102564]	10.733259170327003	10.733259148348875
МТС провела крупную закупку телеком-оборудования в первом квартале	МТС почти на 30% увеличила капитальные затраты в первом квартале из-за ускорения закупок телекоммуникационного оборудования	0.7818181818181817	2022-05-18	MTSS	239.25	245	2.4033437826541273	[0.78181818]	12.555014791141215	12.555014770542215
